user_id,movie_id,rating,review_date,device_type,is_verified_watch,sentiment_score
user_08753,movie_0673,4,2025-02-14,Mobile,1,
user_01575,movie_0296,3,2024-08-28,Tablet,0,0.512
user_00905,movie_0229,4,2024-09-14,Tablet,1,0.764
user_03504,movie_0102,4,2025-01-12,Tablet,1,0.76
user_01140,movie_0754,4,2025-11-30,Mobile,1,0.655
user_07693,movie_0611,5,2025-01-17,Tablet,1,0.937
user_05500,movie_0275,3,2024-08-10,Mobile,1,0.404
user_02040,movie_0915,5,2024-05-27,Smart TV,1,0.753
user_04528,movie_0680,4,2025-01-11,Smart TV,1,0.77
user_05147,movie_0931,3,2024-03-07,Smart TV,1,0.509
user_00411,movie_0881,5,2025-07-23,Laptop,1,0.973
user_04492,movie_0569,2,2025-06-24,Smart TV,1,0.209
user_08052,movie_0117,5,2025-02-18,Smart TV,1,0.64
user_00514,movie_0933,3,2025-05-09,Laptop,1,0.526
user_04874,movie_0944,4,2024-06-29,Laptop,1,
user_00333,movie_0719,1,2024-01-26,Tablet,1,0.267
user_03369,movie_0794,4,2025-06-28,Mobile,1,0.723
user_09842,movie_0742,3,2025-09-13,Laptop,1,0.562
user_01599,movie_0653,5,2025-12-15,Mobile,1,0.919
user_09409,movie_0376,5,2024-05-15,Laptop,0,0.912
user_05148,movie_0048,3,2024-12-28,Smart TV,1,0.597
user_08920,movie_0568,4,2024-05-16,Tablet,1,0.636
user_08014,movie_0850,4,2024-12-20,Tablet,1,0.803
user_05941,movie_0077,4,2025-05-28,Tablet,0,0.615
user_08195,movie_0600,3,2025-06-06,Laptop,0,0.409
user_00317,movie_0867,5,2025-04-18,Smart TV,1,0.653
user_01443,movie_0880,3,2025-04-03,Smart TV,1,0.463
user_03283,movie_0987,4,2025-12-08,Tablet,1,0.961
user_00278,movie_0839,1,2025-08-06,Smart TV,1,0.339
user_06262,movie_0256,3,2025-02-27,Mobile,1,0.599
user_03465,movie_0893,4,2024-02-15,Smart TV,1,0.772
user_06795,movie_0595,4,2024-02-15,Smart TV,1,0.692
user_05986,movie_0540,4,2025-12-12,Mobile,1,0.92
user_03563,movie_0002,4,2025-07-04,Mobile,1,0.675
user_06564,movie_0115,3,2025-09-17,Smart TV,1,0.574
user_00566,movie_0842,1,2025-02-24,Mobile,1,0.166
user_00177,movie_0311,4,2025-06-14,Mobile,1,0.763
user_03753,movie_0776,3,2024-02-25,Laptop,0,0.538
user_00843,movie_0036,5,2024-03-28,Mobile,1,0.679
user_01246,movie_0743,3,2025-08-13,Laptop,1,0.448
user_02041,movie_0141,4,2024-10-31,Mobile,1,0.846
user_05070,movie_0590,4,2025-04-22,Laptop,1,0.845
user_00590,movie_0369,2,2024-06-16,Laptop,1,0.152
user_04828,movie_0028,5,2025-11-09,Laptop,1,
user_08891,movie_0799,3,2025-01-26,Laptop,1,0.524
user_01813,movie_0042,4,2024-01-04,Laptop,1,0.997
user_04688,movie_0654,5,2025-01-10,Mobile,1,0.758
user_02317,movie_0899,2,2024-12-30,Tablet,1,0.263
user_08488,movie_0159,5,2025-10-03,Mobile,1,0.793
user_03071,movie_0897,3,2025-06-15,Mobile,1,0.529
user_01923,movie_0127,4,2025-09-30,Smart TV,1,0.928
user_00737,movie_0657,4,2024-12-01,Laptop,1,0.682
user_03517,movie_0038,2,2025-03-28,Smart TV,1,0.091
user_01408,movie_0357,4,2025-12-27,Laptop,1,0.819
user_06942,movie_0382,4,2024-11-29,Mobile,1,0.611
user_05776,movie_0693,4,2024-01-31,Laptop,1,0.945
user_03148,movie_0378,4,2024-10-23,Laptop,1,0.922
user_06710,movie_0976,4,2024-05-14,Mobile,0,0.855
user_07179,movie_0325,5,2024-09-02,Mobile,1,0.905
user_07568,movie_0254,3,2025-02-13,Tablet,1,0.44
user_02287,movie_0700,5,2025-08-31,Tablet,1,0.876
user_04148,movie_0533,4,2025-08-03,Tablet,1,0.732
user_07417,movie_0246,1,2025-05-13,Tablet,1,0.078
user_03425,movie_0995,4,2024-12-28,Tablet,1,0.943
user_05356,movie_0878,3,2024-02-11,Smart TV,1,0.549
user_04728,movie_0165,3,2025-12-11,Smart TV,1,0.598
user_02476,movie_0414,4,2024-01-20,Laptop,1,0.967
user_04487,movie_0828,1,2025-09-27,Laptop,1,0.364
user_04537,movie_0434,5,2025-06-20,Mobile,1,0.753
user_00529,movie_0408,4,2025-01-20,Smart TV,1,0.713
user_07934,movie_0532,4,2024-08-19,Laptop,1,0.979
user_07034,movie_0543,1,2025-07-25,Laptop,1,0.132
user_07116,movie_0391,3,2025-10-26,Tablet,0,0.438
user_01980,movie_0340,4,2024-08-18,Mobile,1,0.654
user_02545,movie_0880,4,2024-04-15,Laptop,1,0.713
user_07656,movie_0935,5,2024-01-13,Laptop,1,0.896
user_04832,movie_0461,5,2024-09-30,Tablet,0,0.753
user_08623,movie_0113,5,2024-06-12,Smart TV,1,0.792
user_04949,movie_0828,2,2025-10-01,Smart TV,1,0.169
user_01416,movie_0721,5,2025-08-24,Mobile,1,0.798
user_07810,movie_0821,4,2025-11-12,Laptop,0,0.616
user_09898,movie_0907,4,2024-04-18,Smart TV,1,0.604
user_06571,movie_0407,3,2025-06-11,Smart TV,1,0.433
user_08014,movie_0273,1,2025-11-03,Laptop,0,0.35
user_05303,movie_0412,5,2025-09-27,Mobile,1,0.767
user_06566,movie_0238,5,2024-02-12,Tablet,1,0.985
user_06555,movie_0803,3,2025-08-26,Tablet,1,0.401
user_01791,movie_0119,4,2024-12-14,Smart TV,0,0.758
user_08664,movie_0775,5,2024-12-03,Smart TV,0,0.807
user_04057,movie_0193,4,2025-04-25,Tablet,0,0.869
user_00146,movie_0272,5,2025-01-13,Laptop,0,0.921
user_00836,movie_0015,5,2025-11-18,Tablet,1,0.986
user_05584,movie_0624,5,2024-09-16,Laptop,1,0.631
user_09026,movie_0868,4,2025-10-25,Laptop,1,0.89
user_08296,movie_0455,4,2025-02-04,Smart TV,1,0.648
user_01062,movie_0905,4,2025-03-05,Smart TV,1,0.8
user_04806,movie_0122,2,2024-05-16,Mobile,0,0.221
user_06586,movie_0428,4,2024-10-28,Laptop,1,0.728
user_04022,movie_0212,4,2025-02-11,Mobile,1,0.729
user_01431,movie_0152,3,2025-08-31,Laptop,1,0.435
user_07207,movie_0843,2,2024-08-02,Laptop,0,0.379
user_06229,movie_0745,4,2025-12-16,Tablet,1,0.895
user_05204,movie_0412,4,2025-07-16,Laptop,1,0.77
user_03035,movie_0997,3,2024-07-30,Smart TV,1,0.445
user_09170,movie_0212,4,2024-04-03,Mobile,1,0.629
user_07721,movie_0991,3,2024-11-29,Mobile,1,0.417
user_01701,movie_0179,5,2024-10-01,Tablet,1,0.929
user_04986,movie_0441,5,2024-09-04,Smart TV,1,0.733
user_09730,movie_0618,3,2025-02-22,Smart TV,1,0.437
user_03401,movie_0443,3,2025-07-28,Smart TV,1,0.575
user_00223,movie_0006,3,2025-12-08,Tablet,1,0.437
user_05968,movie_0543,4,2025-10-03,Laptop,1,
user_07578,movie_0757,4,2024-12-18,Tablet,1,0.906
user_07488,movie_0810,4,2024-10-11,Mobile,0,0.798
user_04427,movie_0879,3,2025-08-16,Mobile,1,0.45
user_08510,movie_0410,5,2025-02-17,Laptop,1,0.922
user_08720,movie_0004,2,2025-11-13,Tablet,1,0.053
user_01524,movie_0963,4,2025-01-26,Mobile,1,0.829
user_05042,movie_0090,1,2024-01-04,Smart TV,1,0.31
user_06473,movie_0144,5,2025-12-01,Laptop,0,0.787
user_01652,movie_0998,3,2024-10-07,Tablet,1,
user_05075,movie_0177,2,2025-12-14,Smart TV,1,0.156
user_02269,movie_0895,5,2024-01-09,Laptop,1,0.801
user_02589,movie_0459,5,2025-03-17,Smart TV,1,0.813
user_05735,movie_0719,4,2024-02-25,Smart TV,1,0.663
user_05925,movie_0803,5,2025-04-19,Smart TV,0,0.782
user_00674,movie_0652,4,2024-09-30,Smart TV,1,0.83
user_08279,movie_0757,5,2024-10-18,Mobile,1,0.944
user_03555,movie_0060,3,2025-04-29,Tablet,1,0.472
user_01440,movie_0838,2,2025-12-02,Tablet,1,0.085
user_07338,movie_0947,3,2025-04-08,Laptop,0,0.467
user_00708,movie_0367,3,2024-04-03,Tablet,1,0.579
user_05354,movie_0302,5,2025-01-07,Smart TV,1,0.856
user_00105,movie_0545,3,2025-10-22,Tablet,1,0.438
user_01525,movie_0892,4,2024-09-14,Mobile,1,0.888
user_07274,movie_0921,5,2024-07-03,Mobile,1,0.725
user_00274,movie_0009,5,2025-05-28,Laptop,1,0.665
user_03947,movie_0416,3,2024-08-18,Laptop,0,
user_07474,movie_0952,3,2024-05-05,Tablet,1,0.508
user_07933,movie_0625,4,2024-01-20,Smart TV,1,0.766
user_05819,movie_0652,5,2025-09-03,Smart TV,1,0.823
user_08509,movie_0902,2,2025-12-21,Mobile,1,0.181
user_01474,movie_0154,3,2024-06-06,Mobile,1,0.521
user_01678,movie_0310,4,2025-08-03,Tablet,0,0.661
user_02463,movie_0708,1,2025-10-13,Tablet,1,0.039
user_07066,movie_0252,5,2024-08-22,Tablet,1,0.882
user_03114,movie_0823,3,2024-09-08,Laptop,1,0.458
user_05227,movie_0685,4,2024-09-17,Smart TV,0,0.748
user_00006,movie_0925,3,2025-01-30,Mobile,1,0.506
user_01789,movie_0362,5,2024-04-30,Tablet,1,0.646
user_08055,movie_0772,5,2024-10-19,Tablet,0,0.64
user_08247,movie_0520,2,2024-07-23,Laptop,1,0.001
user_06657,movie_0763,3,2025-09-22,Mobile,1,0.539
user_05054,movie_0531,5,2024-05-29,Smart TV,1,0.661
user_04890,movie_0484,4,2025-01-15,Mobile,1,0.892
user_04893,movie_0621,4,2025-02-09,Smart TV,1,0.651
user_02206,movie_0376,5,2024-03-26,Laptop,1,0.94
user_07881,movie_0050,3,2024-10-11,Laptop,1,0.48
user_05608,movie_0557,4,2025-07-22,Tablet,1,0.729
user_00100,movie_0989,3,2025-03-10,Mobile,1,0.575
user_00464,movie_0853,4,2024-07-31,Laptop,0,0.876
user_09540,movie_0339,3,2025-07-25,Tablet,1,0.464
user_08665,movie_0563,4,2024-12-17,Laptop,1,0.745
user_05447,movie_0096,4,2024-12-26,Smart TV,1,
user_07642,movie_0922,4,2025-01-31,Laptop,1,0.923
user_06910,movie_0645,5,2025-11-07,Tablet,1,0.918
user_09142,movie_0441,4,2024-09-21,Tablet,1,0.645
user_09849,movie_0364,4,2024-01-08,Smart TV,1,0.879
user_03763,movie_0283,4,2024-05-23,Tablet,1,0.999
user_02690,movie_0129,2,2024-11-08,Mobile,1,0.286
user_08676,movie_0434,3,2025-07-08,Laptop,1,0.438
user_07788,movie_0746,4,2025-03-13,Laptop,1,0.842
user_02198,movie_0456,3,2024-10-19,Tablet,1,0.404
user_01673,movie_0477,5,2025-08-02,Tablet,0,0.662
user_03533,movie_0331,1,2024-07-15,Laptop,1,0.095
user_03256,movie_0522,5,2025-02-24,Tablet,1,0.988
user_04201,movie_0772,4,2024-10-19,Mobile,1,0.804
user_05728,movie_0941,5,2025-02-23,Smart TV,1,0.981
user_04050,movie_0596,4,2024-06-12,Tablet,0,0.888
user_02563,movie_0011,4,2025-01-17,Mobile,0,
user_03760,movie_0268,4,2024-06-07,Tablet,1,0.876
user_02939,movie_0103,5,2024-07-31,Mobile,0,0.921
user_03854,movie_0906,4,2025-08-03,Laptop,1,0.775
user_00287,movie_0865,4,2025-03-07,Mobile,1,0.859
user_02230,movie_0799,5,2024-08-22,Mobile,0,0.773
user_04763,movie_0696,3,2025-08-15,Laptop,0,0.46
user_00306,movie_0650,3,2025-08-04,Mobile,1,0.435
user_02492,movie_0027,5,2024-05-13,Tablet,0,0.64
user_07363,movie_0383,4,2024-04-30,Laptop,1,0.603
user_04666,movie_0288,5,2025-12-26,Tablet,1,0.759
user_02688,movie_0317,4,2025-10-31,Smart TV,1,0.874
user_00634,movie_0987,3,2024-03-16,Smart TV,0,0.53
user_08464,movie_0848,5,2025-12-11,Laptop,1,0.675
user_06492,movie_0903,3,2024-11-04,Mobile,1,0.472
user_03917,movie_0903,3,2024-04-18,Smart TV,1,0.493
user_00468,movie_0227,3,2025-10-21,Tablet,0,0.457
user_02679,movie_0923,4,2025-06-17,Smart TV,1,0.677
user_09546,movie_0769,5,2025-05-02,Laptop,1,0.728
user_02357,movie_0752,3,2024-08-11,Tablet,1,0.47
user_05448,movie_0974,2,2024-07-07,Tablet,1,0.382
user_06932,movie_0324,3,2024-05-14,Mobile,1,0.408
user_00162,movie_0734,4,2025-01-24,Laptop,0,0.932
user_02739,movie_0237,4,2025-12-28,Laptop,0,0.783
user_02233,movie_0054,4,2024-09-29,Mobile,1,0.834
user_07982,movie_0189,4,2025-05-03,Laptop,1,0.946
user_06305,movie_0585,3,2024-06-04,Tablet,1,0.52
user_02337,movie_0944,5,2024-09-23,Laptop,1,0.984
user_02569,movie_0463,4,2024-03-04,Smart TV,1,0.95
user_00538,movie_0778,5,2025-03-16,Mobile,1,0.701
user_06457,movie_0080,3,2025-09-06,Tablet,0,0.586
user_04454,movie_0756,4,2024-12-30,Mobile,1,0.639
user_03250,movie_0229,5,2025-09-30,Smart TV,0,0.824
user_07644,movie_0969,1,2024-03-13,Mobile,1,0.326
user_00308,movie_0487,3,2024-04-27,Tablet,0,0.524
user_08074,movie_0620,3,2025-08-21,Tablet,0,0.562
user_02161,movie_0350,3,2024-01-24,Mobile,1,0.453
user_02598,movie_0378,4,2024-05-29,Laptop,1,
user_04127,movie_0866,2,2024-12-04,Smart TV,1,0.306
user_01455,movie_0489,5,2024-06-21,Smart TV,1,0.876
user_07911,movie_0315,2,2024-01-04,Mobile,1,0.18
user_09010,movie_0466,2,2024-02-22,Laptop,0,0.003
user_09223,movie_0314,1,2025-06-14,Tablet,1,0.241
user_04139,movie_0351,5,2024-05-13,Smart TV,1,0.915
user_03194,movie_0958,2,2025-05-28,Laptop,1,0.283
user_07641,movie_0611,1,2025-08-04,Smart TV,0,0.264
user_01465,movie_0825,4,2024-10-28,Tablet,1,0.881
user_06527,movie_0597,3,2025-01-14,Tablet,1,0.463
user_00444,movie_0481,4,2024-05-15,Mobile,0,0.696
user_08388,movie_0253,3,2024-01-20,Tablet,0,0.407
user_05706,movie_0280,5,2025-12-29,Mobile,1,0.622
user_08892,movie_0527,5,2025-12-08,Mobile,1,0.73
user_03926,movie_0151,4,2024-09-18,Smart TV,1,0.913
user_08132,movie_0778,5,2024-08-13,Smart TV,1,0.827
user_03192,movie_0557,4,2024-03-20,Smart TV,1,0.86
user_06650,movie_0523,4,2024-06-02,Tablet,1,0.633
user_03376,movie_0146,2,2024-04-07,Smart TV,0,0.257
user_00783,movie_0451,5,2025-12-17,Tablet,1,0.92
user_05929,movie_0671,4,2024-12-25,Laptop,0,0.937
user_09362,movie_0640,4,2025-03-19,Laptop,1,0.838
user_00444,movie_0194,3,2025-02-11,Laptop,1,0.518
user_02865,movie_0217,4,2025-09-02,Tablet,0,0.617
user_06968,movie_0091,3,2024-08-11,Smart TV,1,0.516
user_07330,movie_0479,4,2024-05-08,Tablet,1,0.952
user_07259,movie_0066,4,2024-08-06,Tablet,1,0.635
user_07413,movie_0248,5,2025-11-07,Mobile,1,
user_01389,movie_0381,5,2025-01-26,Tablet,1,0.809
user_07495,movie_0573,2,2024-06-26,Smart TV,1,0.163
user_08695,movie_0303,2,2024-09-28,Laptop,1,0.32
user_06293,movie_0500,3,2024-01-15,Smart TV,1,0.507
user_07960,movie_0344,4,2024-12-04,Tablet,1,0.738
user_07049,movie_0979,4,2024-06-24,Laptop,1,
user_06712,movie_0308,4,2025-07-27,Mobile,0,0.674
user_07678,movie_0017,3,2025-03-10,Mobile,1,0.485
user_08920,movie_0057,3,2024-03-01,Mobile,1,0.551
user_04334,movie_0432,4,2024-07-18,Tablet,1,0.775
user_06323,movie_0048,4,2024-03-24,Laptop,1,0.989
user_07942,movie_0141,3,2025-12-16,Mobile,1,0.582
user_04754,movie_0728,3,2025-04-22,Smart TV,1,0.446
user_01187,movie_0901,4,2024-04-04,Tablet,1,0.882
user_04151,movie_0844,4,2024-03-16,Laptop,1,0.945
user_01275,movie_0212,3,2024-08-26,Laptop,1,0.492
user_07529,movie_0272,4,2025-12-31,Smart TV,1,0.983
user_06213,movie_0399,1,2025-12-17,Mobile,1,
user_04606,movie_0783,3,2024-11-14,Laptop,1,0.481
user_08922,movie_0509,3,2025-01-29,Laptop,1,0.569
user_07854,movie_0446,5,2024-03-18,Tablet,1,0.986
user_04142,movie_0701,4,2025-02-02,Mobile,1,0.907
user_06997,movie_0656,5,2025-01-11,Mobile,1,0.8
user_02898,movie_0580,4,2025-07-05,Mobile,1,0.753
user_00803,movie_0851,3,2024-08-11,Laptop,1,0.454
user_08706,movie_0420,2,2024-02-08,Laptop,1,0.368
user_07825,movie_0941,3,2025-09-26,Laptop,1,0.436
user_01336,movie_0754,4,2025-05-10,Mobile,1,0.898
user_02355,movie_0864,3,2024-12-02,Laptop,1,0.464
user_07914,movie_0749,4,2024-03-09,Smart TV,1,0.958
user_09974,movie_0501,4,2025-02-24,Smart TV,1,0.783
user_08668,movie_0002,4,2024-05-08,Laptop,1,0.977
user_00631,movie_0059,3,2024-04-23,Smart TV,1,0.443
user_00322,movie_0314,4,2025-09-23,Smart TV,0,0.659
user_02461,movie_0469,4,2024-06-18,Smart TV,0,0.605
user_09903,movie_0420,4,2024-04-07,Tablet,1,
user_06756,movie_0272,3,2024-12-31,Mobile,1,0.461
user_02260,movie_0791,3,2025-03-18,Laptop,1,0.42
user_04182,movie_0714,3,2025-11-20,Smart TV,1,0.425
user_05795,movie_0046,3,2025-06-11,Tablet,1,0.498
user_07559,movie_0918,3,2024-01-20,Laptop,1,0.539
user_06227,movie_0261,2,2025-12-04,Mobile,1,
user_05181,movie_0903,3,2025-08-02,Smart TV,0,0.53
user_01153,movie_0692,5,2024-10-17,Laptop,1,0.616
user_06196,movie_0846,1,2024-08-27,Mobile,0,0.264
user_03263,movie_0306,4,2025-08-17,Mobile,1,0.993
user_06082,movie_0275,4,2025-08-11,Tablet,1,0.945
user_07163,movie_0748,4,2025-02-22,Tablet,1,0.936
user_09576,movie_0173,2,2024-06-25,Mobile,1,0.335
user_03912,movie_0846,4,2024-04-14,Mobile,1,0.76
user_04102,movie_0448,4,2025-08-22,Laptop,1,0.686
user_00358,movie_0557,3,2024-04-11,Mobile,1,0.442
user_08821,movie_0677,2,2025-04-16,Tablet,1,0.177
user_09989,movie_0510,3,2024-11-21,Smart TV,1,
user_02329,movie_0933,3,2024-11-10,Smart TV,0,0.44
user_05484,movie_0867,4,2025-02-09,Laptop,1,0.615
user_03237,movie_0855,4,2025-06-27,Mobile,0,0.833
user_06816,movie_0349,5,2024-12-10,Mobile,1,0.621
user_05284,movie_0911,4,2025-06-09,Laptop,1,0.713
user_07052,movie_0761,3,2025-03-19,Mobile,1,
user_04360,movie_0267,4,2025-04-20,Laptop,1,0.707
user_00945,movie_0014,2,2025-03-30,Tablet,0,
user_05465,movie_0857,4,2025-02-18,Smart TV,1,0.874
user_05548,movie_0284,4,2024-02-24,Laptop,1,0.702
user_01543,movie_0016,1,2024-06-29,Mobile,0,0.034
user_05720,movie_0264,1,2024-12-14,Mobile,1,0.007
user_05176,movie_0238,4,2025-09-28,Laptop,1,0.801
user_03531,movie_0102,4,2024-06-13,Tablet,0,0.993
user_04597,movie_0063,3,2024-09-29,Laptop,1,0.545
user_07630,movie_0827,5,2025-10-06,Mobile,1,
user_07742,movie_0787,5,2025-02-05,Laptop,1,0.785
user_09432,movie_0219,5,2025-01-21,Mobile,1,0.855
user_07982,movie_0850,3,2025-01-23,Smart TV,1,0.544
user_01278,movie_0997,5,2024-01-11,Tablet,1,0.604
user_08528,movie_0392,3,2025-12-30,Smart TV,1,0.541
user_02186,movie_0363,3,2024-08-15,Smart TV,1,0.462
user_07091,movie_0969,4,2024-10-17,Smart TV,1,0.713
user_08510,movie_0675,2,2025-03-13,Mobile,1,0.204
user_05209,movie_0473,4,2024-01-29,Mobile,0,0.959
user_02458,movie_0729,3,2025-11-20,Laptop,1,0.475
user_03907,movie_0219,5,2025-02-17,Smart TV,1,0.684
user_07587,movie_0431,5,2024-01-30,Smart TV,1,0.707
user_07344,movie_0383,3,2025-01-31,Tablet,1,0.444
user_06795,movie_0240,4,2024-09-04,Tablet,1,0.833
user_00030,movie_0157,4,2025-10-12,Smart TV,1,0.778
user_00297,movie_0976,4,2025-08-09,Tablet,0,0.888
user_08709,movie_0332,3,2024-01-27,Mobile,1,0.485
user_04620,movie_0362,4,2025-07-12,Laptop,1,0.636
user_02300,movie_0230,5,2024-08-17,Smart TV,1,0.835
user_04281,movie_0096,3,2024-04-06,Smart TV,1,0.52
user_02837,movie_0738,3,2024-12-12,Tablet,1,0.41
user_02040,movie_0354,5,2025-12-20,Laptop,1,0.992
user_02508,movie_0557,4,2024-09-07,Laptop,1,0.951
user_03806,movie_0506,5,2025-10-30,Mobile,1,0.996
user_02550,movie_0484,3,2025-02-18,Smart TV,1,0.515
user_04264,movie_0083,3,2025-10-13,Tablet,1,0.507
user_08997,movie_0546,4,2025-07-08,Smart TV,1,0.842
user_02563,movie_0476,4,2025-01-22,Smart TV,1,0.666
user_01444,movie_0345,5,2024-10-11,Mobile,1,0.831
user_06372,movie_0001,3,2024-06-20,Smart TV,0,0.498
user_00072,movie_0082,2,2025-05-20,Mobile,0,0.204
user_01537,movie_0228,4,2025-02-21,Tablet,1,0.702
user_02902,movie_0844,5,2024-01-31,Laptop,0,0.703
user_02251,movie_0984,5,2025-06-21,Smart TV,0,0.655
user_02764,movie_0915,4,2025-02-24,Tablet,1,0.857
user_07187,movie_0926,4,2024-09-16,Smart TV,1,0.738
user_01020,movie_0864,4,2025-10-03,Mobile,1,0.803
user_02941,movie_0076,5,2024-08-15,Smart TV,1,0.991
user_07176,movie_0708,4,2025-11-02,Mobile,0,0.848
user_06928,movie_0251,3,2024-04-25,Tablet,0,
user_04817,movie_0564,5,2025-05-08,Laptop,1,0.855
user_06595,movie_0577,5,2025-12-28,Smart TV,1,0.743
user_06520,movie_0602,4,2025-12-04,Smart TV,1,0.708
user_01854,movie_0250,4,2024-07-08,Laptop,1,0.68
user_03989,movie_0203,5,2024-05-25,Smart TV,1,0.945
user_07764,movie_0382,2,2024-01-28,Smart TV,0,0.331
user_02908,movie_0155,5,2024-04-27,Tablet,0,0.796
user_08234,movie_0561,4,2025-01-10,Mobile,1,0.87
user_03116,movie_0611,5,2025-06-22,Tablet,1,0.808
user_04400,movie_0618,3,2025-08-21,Tablet,1,0.503
user_07795,movie_0297,4,2024-05-29,Smart TV,1,0.756
user_04510,movie_0467,5,2024-08-26,Smart TV,1,0.91
user_05925,movie_0240,5,2024-03-29,Laptop,1,0.63
user_08542,movie_0957,5,2024-01-07,Laptop,1,0.983
user_06740,movie_0665,5,2025-03-19,Mobile,0,0.755
user_00870,movie_0819,5,2025-05-01,Laptop,1,0.831
user_04910,movie_0282,5,2024-02-11,Mobile,1,
user_03289,movie_0182,3,2025-01-23,Mobile,0,0.451
user_01019,movie_0016,5,2024-08-24,Tablet,1,0.738
user_00968,movie_0001,2,2024-10-23,Tablet,1,0.001
user_06425,movie_0382,5,2024-09-27,Smart TV,0,0.864
user_05511,movie_0747,3,2025-01-25,Tablet,1,0.483
user_05834,movie_0532,5,2024-05-29,Tablet,1,0.633
user_07423,movie_0189,2,2024-03-13,Tablet,1,0.054
user_05632,movie_0249,2,2025-08-16,Laptop,0,0.378
user_06445,movie_0468,5,2024-10-20,Laptop,1,0.808
user_09158,movie_0139,5,2024-05-29,Tablet,1,0.778
user_00261,movie_0173,5,2024-07-07,Mobile,1,0.885
user_07638,movie_0087,3,2025-10-31,Laptop,1,0.576
user_03695,movie_0977,5,2024-08-27,Laptop,1,0.608
user_05457,movie_0390,5,2024-03-23,Laptop,0,0.871
user_08426,movie_0489,4,2025-06-24,Tablet,1,0.86
user_07951,movie_0044,5,2025-12-26,Tablet,1,0.9
user_07821,movie_0126,3,2024-08-18,Smart TV,1,0.506
user_07293,movie_0370,2,2024-05-10,Tablet,1,0.148
user_09512,movie_0817,4,2024-11-18,Mobile,1,0.918
user_08904,movie_0408,5,2025-07-26,Tablet,1,0.934
user_06806,movie_0809,4,2025-07-13,Laptop,1,0.838
user_09095,movie_0481,2,2024-01-10,Smart TV,1,0.134
user_01998,movie_0732,4,2025-08-19,Mobile,0,0.663
user_06625,movie_0441,3,2025-07-23,Tablet,1,0.512
user_00997,movie_0392,3,2024-07-11,Smart TV,1,0.554
user_04967,movie_0847,3,2024-04-10,Smart TV,1,0.511
user_05358,movie_0936,5,2025-11-15,Smart TV,1,
user_06410,movie_0106,5,2025-10-19,Smart TV,0,0.67
user_02395,movie_0976,3,2025-12-16,Laptop,1,0.595
user_07273,movie_0839,2,2024-01-11,Tablet,1,0.17
user_03848,movie_0917,2,2025-09-18,Tablet,0,0
user_01538,movie_0433,4,2025-09-18,Mobile,1,0.76
user_08562,movie_0098,4,2024-09-17,Tablet,1,0.662
user_02789,movie_0870,4,2024-02-18,Tablet,1,0.635
user_09229,movie_0430,2,2024-09-15,Mobile,1,0.162
user_00567,movie_0118,1,2024-09-02,Laptop,1,0.153
user_00575,movie_0585,4,2024-11-10,Smart TV,1,0.997
user_06557,movie_0568,3,2025-06-13,Tablet,1,0.467
user_06618,movie_0218,1,2025-04-04,Smart TV,1,0.043
user_07410,movie_0241,4,2024-03-11,Mobile,1,0.623
user_05050,movie_0898,4,2025-05-15,Mobile,1,0.756
user_04840,movie_0634,3,2025-03-31,Smart TV,1,0.568
user_06406,movie_0115,4,2025-05-16,Tablet,1,0.765
user_02636,movie_0607,3,2025-09-09,Tablet,1,0.506
user_07482,movie_0572,4,2025-06-20,Tablet,0,
user_05957,movie_0850,1,2025-06-26,Mobile,1,0.252
user_09296,movie_0012,5,2025-08-02,Laptop,1,0.783
user_06494,movie_0432,4,2024-08-13,Mobile,1,0.891
user_01720,movie_0133,2,2025-07-24,Laptop,1,0.316
user_09686,movie_0106,4,2024-01-25,Tablet,1,
user_02165,movie_0296,4,2024-03-29,Tablet,1,0.832
user_03230,movie_0717,4,2025-04-24,Smart TV,1,0.869
user_01468,movie_0445,4,2025-04-09,Tablet,0,0.709
user_03828,movie_0105,3,2024-06-27,Laptop,1,0.503
user_09713,movie_0280,3,2024-03-01,Laptop,1,0.533
user_00380,movie_0515,5,2025-12-30,Laptop,1,0.915
user_00177,movie_0919,2,2025-01-06,Laptop,1,0.235
user_00431,movie_0473,4,2024-11-26,Smart TV,1,0.975
user_06401,movie_0566,3,2025-04-25,Smart TV,0,0.573
user_09399,movie_0066,4,2024-04-17,Tablet,1,0.89
user_04506,movie_0639,5,2024-05-30,Tablet,1,0.96
user_02636,movie_0892,5,2024-07-24,Mobile,0,0.895
user_09424,movie_0280,5,2025-02-22,Tablet,1,0.971
user_03208,movie_0886,4,2024-10-20,Laptop,1,0.601
user_03844,movie_0781,4,2025-09-28,Laptop,1,0.687
user_09429,movie_0185,3,2024-09-10,Mobile,1,0.571
user_06973,movie_0628,4,2025-04-03,Mobile,1,0.732
user_01579,movie_0416,3,2024-03-15,Mobile,1,0.483
user_09215,movie_0204,5,2024-11-21,Smart TV,0,0.631
user_05519,movie_0733,5,2025-03-30,Tablet,1,0.969
user_08547,movie_0468,5,2025-01-08,Smart TV,1,0.885
user_04992,movie_0288,4,2024-04-28,Laptop,1,0.733
user_06171,movie_0661,3,2024-02-06,Tablet,1,0.566
user_02256,movie_0556,4,2024-04-05,Smart TV,1,0.841
user_06686,movie_0975,3,2025-10-06,Smart TV,1,0.522
user_03725,movie_0220,4,2024-01-04,Tablet,1,0.817
user_02410,movie_0345,1,2025-11-07,Mobile,1,
