user_id,movie_id,recommendation_date,recommendation_type,recommendation_score,position_in_list
user_01060,movie_0730,2025-12-30,new_releases,0.743,15
user_03782,movie_0480,2025-08-30,new_releases,0.326,9
user_08914,movie_0994,2024-12-13,new_releases,0.218,18
user_02812,movie_0680,2025-06-13,personalized,0.78,13
user_06728,movie_0696,2025-12-26,new_releases,0.488,18
user_03224,movie_0865,2024-04-24,personalized,0.866,1
user_05803,movie_0225,2024-02-17,personalized,0.914,20
user_00797,movie_0043,2025-07-31,genre_based,0.481,11
user_05914,movie_0864,2024-01-13,new_releases,0.15,8
user_09167,movie_0999,2024-07-02,personalized,0.244,2
user_09060,movie_0665,2024-11-07,trending,0.49,6
user_03617,movie_0515,2025-06-03,genre_based,0.531,2
user_00852,movie_0712,2025-09-07,trending,0.549,9
user_02266,movie_0149,2024-04-27,new_releases,0.977,3
user_00640,movie_0722,2025-05-15,genre_based,0.816,14
user_03147,movie_0014,2025-01-09,new_releases,0.956,13
user_05049,movie_0881,2024-10-23,genre_based,0.229,1
user_04671,movie_0125,2024-10-10,genre_based,0.937,17
user_07810,movie_0562,2025-01-01,personalized,0.411,2
user_00052,movie_0952,2024-02-27,similar_users,0.759,15
user_00082,movie_0305,2024-06-14,similar_users,0.726,16
user_03763,movie_0772,2024-11-30,new_releases,0.159,3
user_05708,movie_0966,2025-07-03,similar_users,0.756,5
user_00070,movie_0704,2024-01-26,similar_users,0.277,2
user_06922,movie_0762,2025-10-04,similar_users,0.598,9
user_09331,movie_0525,2024-08-13,trending,0.996,15
user_09018,movie_0277,2025-06-14,genre_based,,12
user_08542,movie_0971,2024-08-13,similar_users,0.163,2
user_09393,movie_0430,2024-09-24,trending,0.225,14
user_03731,movie_0801,2024-04-30,trending,0.213,4
user_07755,movie_0738,2025-04-20,new_releases,0.275,14
user_05558,movie_0567,2024-04-11,genre_based,0.244,10
user_09445,movie_0224,2025-06-03,genre_based,0.334,4
user_01112,movie_0739,2025-03-18,similar_users,0.393,1
user_04563,movie_0469,2024-05-31,personalized,0.672,6
user_09950,movie_0034,2025-09-16,similar_users,0.122,11
user_05247,movie_0204,2024-04-28,new_releases,0.974,4
user_01008,movie_0471,2025-08-23,similar_users,0.262,12
user_03637,movie_0841,2025-02-24,genre_based,0.803,14
user_00639,movie_0677,2024-11-05,new_releases,0.486,10
user_05556,movie_0072,2024-10-14,new_releases,,5
user_07742,movie_0743,2025-01-15,new_releases,0.313,10
user_08527,movie_0080,2024-08-07,genre_based,,13
user_08596,movie_0678,2025-04-12,similar_users,0.849,7
user_00693,movie_0197,2025-08-06,trending,0.131,17
user_07173,movie_0261,2025-08-07,genre_based,0.232,9
user_04508,movie_0633,2025-02-21,trending,0.912,10
user_04377,movie_0958,2025-11-13,personalized,0.892,8
user_08834,movie_0028,2024-01-07,genre_based,0.715,3
user_04930,movie_0555,2025-06-11,new_releases,0.398,16
user_03835,movie_0715,2024-10-04,personalized,,9
user_08284,movie_0152,2024-08-03,similar_users,0.233,11
user_04941,movie_0363,2024-01-05,trending,0.757,10
user_09219,movie_0108,2025-09-25,personalized,0.82,6
user_01007,movie_0988,2025-05-15,new_releases,0.519,10
user_04061,movie_0738,2024-09-29,new_releases,0.993,11
user_01056,movie_0684,2025-08-26,personalized,0.533,5
user_02482,movie_0606,2024-12-24,similar_users,0.723,6
user_02061,movie_0476,2024-01-08,genre_based,0.269,10
user_00327,movie_0493,2025-12-04,new_releases,0.125,8
user_05402,movie_0548,2024-02-28,new_releases,0.853,4
user_00648,movie_0752,2024-11-09,personalized,0.658,4
user_03791,movie_0223,2025-07-02,similar_users,0.97,2
user_06884,movie_0028,2025-06-15,similar_users,0.203,18
user_09914,movie_0802,2024-08-17,trending,0.637,6
user_06547,movie_0850,2024-12-09,trending,,14
user_00443,movie_0543,2024-08-01,new_releases,0.418,18
user_07834,movie_0262,2024-12-22,genre_based,0.904,18
user_03864,movie_0809,2025-07-25,similar_users,,15
user_09702,movie_0044,2024-01-19,trending,0.795,14
user_04220,movie_0466,2024-09-20,personalized,,5
user_06541,movie_0009,2025-09-08,similar_users,0.128,18
user_06276,movie_0258,2024-01-28,similar_users,0.114,6
user_06393,movie_0474,2024-12-24,genre_based,0.891,4
user_02745,movie_0972,2024-02-24,trending,,18
user_08676,movie_0311,2024-05-17,personalized,0.858,3
user_04189,movie_0103,2025-07-26,similar_users,0.995,18
user_04861,movie_0914,2025-05-23,similar_users,0.605,2
user_06048,movie_0954,2024-12-11,similar_users,0.466,6
user_04356,movie_0541,2025-12-01,personalized,0.486,20
user_03560,movie_0911,2024-07-11,personalized,0.93,10
user_05568,movie_0932,2025-04-10,genre_based,0.643,9
user_07317,movie_0631,2024-09-11,genre_based,0.426,5
user_05625,movie_0383,2025-03-29,genre_based,0.326,11
user_01133,movie_0718,2025-06-09,similar_users,0.354,5
user_07525,movie_0008,2025-10-04,new_releases,0.114,4
user_05096,movie_0577,2025-01-12,trending,0.41,10
user_05264,movie_0694,2025-03-15,genre_based,0.54,5
user_03713,movie_0051,2024-08-30,trending,0.396,20
user_05442,movie_0977,2024-08-10,new_releases,0.125,12
user_04543,movie_0867,2024-10-22,genre_based,0.592,7
user_08700,movie_0190,2025-03-23,new_releases,0.324,9
user_06757,movie_0495,2024-12-19,similar_users,0.395,9
user_02056,movie_0132,2025-03-04,genre_based,0.781,1
user_09905,movie_0155,2025-05-14,genre_based,0.572,6
user_02336,movie_0936,2024-04-08,genre_based,0.885,4
user_08198,movie_0291,2024-07-08,personalized,0.453,9
user_05987,movie_0740,2025-05-30,personalized,0.79,5
user_02279,movie_0213,2025-05-19,new_releases,0.826,16
user_07512,movie_0863,2025-03-26,personalized,0.847,6
user_05972,movie_0101,2024-11-05,similar_users,0.417,2
user_05078,movie_0842,2025-06-13,trending,0.3,4
user_00727,movie_0488,2024-02-11,genre_based,,5
user_02037,movie_0147,2025-06-19,trending,0.459,9
user_08107,movie_0875,2024-02-08,trending,0.421,12
user_09678,movie_0077,2024-11-26,genre_based,,3
user_06225,movie_0482,2024-11-14,new_releases,0.96,20
user_04631,movie_0922,2024-01-05,genre_based,0.513,7
user_02165,movie_0674,2025-04-11,similar_users,0.665,20
user_04306,movie_0454,2024-12-21,personalized,0.347,6
user_00399,movie_0297,2025-08-12,similar_users,0.629,19
user_06071,movie_0831,2024-09-30,similar_users,0.452,6
user_09250,movie_0120,2025-12-15,trending,0.803,17
user_07649,movie_0198,2024-05-28,trending,0.451,2
user_08185,movie_0011,2024-09-14,genre_based,0.358,6
user_00281,movie_0883,2025-02-22,similar_users,0.866,14
user_04772,movie_0036,2024-01-14,trending,0.599,14
user_09313,movie_0088,2025-08-10,similar_users,0.723,4
user_06423,movie_0298,2024-11-01,genre_based,0.408,16
user_09423,movie_0217,2025-07-25,trending,0.33,18
user_01752,movie_0539,2024-10-20,genre_based,0.245,15
user_07329,movie_0378,2024-09-10,genre_based,0.991,10
user_07805,movie_0607,2024-02-24,trending,0.502,4
user_04877,movie_0347,2024-12-21,new_releases,0.604,20
user_02962,movie_0385,2024-11-12,genre_based,0.233,9
user_03827,movie_0531,2025-01-27,new_releases,0.16,12
user_03354,movie_0647,2025-04-16,similar_users,0.258,17
user_08108,movie_0113,2024-12-06,trending,0.877,12
user_01847,movie_0527,2025-01-26,new_releases,0.148,8
user_06542,movie_0307,2025-09-02,similar_users,0.977,2
user_04674,movie_0507,2025-03-11,personalized,0.759,10
user_06391,movie_0804,2025-06-13,genre_based,0.336,2
user_05466,movie_0973,2024-07-23,trending,0.91,15
user_05627,movie_0412,2024-07-21,personalized,0.173,14
user_02636,movie_0390,2024-05-28,personalized,0.239,20
user_04469,movie_0553,2024-12-15,personalized,,18
user_05323,movie_0815,2025-01-16,personalized,,13
user_07686,movie_0119,2024-07-24,personalized,,2
user_02602,movie_0667,2024-09-18,personalized,,14
user_04496,movie_0901,2025-09-22,personalized,,2
user_04063,movie_0867,2024-05-12,similar_users,0.304,4
user_03571,movie_0227,2024-01-25,trending,0.403,8
user_09297,movie_0119,2025-02-19,new_releases,0.672,10
user_06218,movie_0498,2024-02-07,trending,,3
user_02382,movie_0067,2025-01-03,trending,0.207,1
user_05063,movie_0149,2024-07-22,new_releases,0.923,3
user_07958,movie_0846,2025-01-22,personalized,0.188,19
user_02846,movie_0030,2025-11-13,genre_based,0.973,15
user_05038,movie_0245,2025-10-29,genre_based,0.103,8
user_05850,movie_0301,2025-12-29,genre_based,0.452,3
user_07718,movie_0504,2025-06-25,personalized,0.338,18
user_02039,movie_0559,2024-08-19,similar_users,0.525,2
user_09728,movie_0955,2024-06-12,personalized,0.749,2
user_04210,movie_0753,2024-08-21,trending,0.758,4
user_07302,movie_0245,2025-02-21,genre_based,0.688,2
user_06151,movie_0650,2025-05-08,personalized,,18
user_09977,movie_0986,2025-02-03,similar_users,0.767,8
user_02027,movie_0180,2025-06-19,personalized,0.887,2
user_07515,movie_0903,2025-02-18,similar_users,0.633,8
user_00547,movie_0360,2024-11-23,genre_based,,12
user_00355,movie_0538,2024-10-01,similar_users,0.888,16
user_02874,movie_0751,2025-07-10,trending,0.159,7
user_01990,movie_0777,2025-08-25,trending,0.56,13
user_08261,movie_0490,2025-04-02,new_releases,0.882,18
user_07125,movie_0646,2025-03-18,personalized,0.463,15
user_03741,movie_0885,2024-04-03,trending,0.37,13
user_09141,movie_0327,2024-07-22,personalized,0.259,20
user_03193,movie_0116,2025-08-22,genre_based,1,11
user_04986,movie_0600,2025-08-12,personalized,0.906,8
user_02648,movie_0218,2024-05-13,genre_based,0.794,5
user_03350,movie_0539,2024-04-19,similar_users,0.15,13
user_04566,movie_0943,2025-09-13,genre_based,0.43,9
user_03175,movie_0102,2024-10-14,new_releases,0.294,19
user_02431,movie_0311,2025-01-02,genre_based,0.87,13
user_06528,movie_0099,2025-03-05,personalized,0.572,6
user_03621,movie_0008,2025-02-04,new_releases,0.99,16
user_05744,movie_0980,2024-01-05,trending,0.504,4
user_03696,movie_0786,2025-12-29,personalized,,9
user_08331,movie_0089,2024-02-21,personalized,0.547,3
user_06911,movie_0943,2025-11-25,new_releases,0.24,11
user_04618,movie_0318,2025-11-07,genre_based,0.149,3
user_00244,movie_0762,2025-04-24,similar_users,0.272,8
user_02426,movie_0943,2024-01-11,personalized,0.644,5
user_06879,movie_0273,2025-02-04,similar_users,0.88,3
user_03523,movie_0740,2024-03-11,new_releases,0.634,5
user_08442,movie_0074,2024-12-30,genre_based,0.44,18
user_01774,movie_0978,2025-10-01,new_releases,0.853,5
user_01144,movie_0367,2024-03-22,genre_based,0.203,4
user_04393,movie_0041,2024-04-13,similar_users,0.641,6
user_00554,movie_0705,2025-08-23,similar_users,0.902,11
user_02722,movie_0534,2024-12-05,personalized,0.172,9
user_00580,movie_0115,2025-10-21,similar_users,0.388,20
user_08499,movie_0579,2025-07-30,similar_users,,6
user_07223,movie_0173,2025-10-17,trending,0.714,19
user_02158,movie_0006,2025-11-02,personalized,0.538,8
user_00639,movie_0007,2025-12-12,genre_based,,14
user_00942,movie_0218,2024-02-13,trending,0.366,4
user_08891,movie_0159,2025-03-11,similar_users,0.801,15
user_00622,movie_0355,2024-08-01,genre_based,0.591,1
user_01200,movie_0455,2025-09-01,genre_based,0.355,10
user_08246,movie_0702,2025-03-18,similar_users,0.855,10
user_06165,movie_0472,2024-02-11,new_releases,0.494,17
user_03048,movie_0160,2025-01-12,similar_users,0.959,7
user_03692,movie_0047,2024-07-08,personalized,0.21,18
user_05474,movie_0460,2024-10-21,genre_based,0.963,19
user_06223,movie_0196,2025-11-25,similar_users,0.359,17
user_05601,movie_0412,2024-05-31,similar_users,0.678,5
user_05565,movie_0456,2024-02-20,similar_users,0.74,2
user_06825,movie_0022,2025-10-04,trending,0.198,8
user_00906,movie_0321,2025-01-02,genre_based,0.367,16
user_01330,movie_0345,2024-10-12,similar_users,0.291,11
user_00264,movie_0192,2024-10-15,new_releases,0.403,8
user_08531,movie_0862,2024-09-21,trending,0.625,5
user_03025,movie_0625,2025-07-16,similar_users,0.362,6
user_04044,movie_0803,2024-10-17,new_releases,0.885,1
user_04118,movie_0172,2025-02-07,new_releases,,14
user_05421,movie_0273,2024-04-10,trending,0.733,20
user_02612,movie_0680,2025-01-08,genre_based,,15
user_06920,movie_0269,2025-10-26,similar_users,0.655,15
user_08332,movie_0647,2024-06-10,trending,0.143,12
user_09874,movie_0378,2025-11-03,personalized,0.761,13
user_09204,movie_0191,2024-08-13,personalized,,14
user_07651,movie_0457,2025-02-25,similar_users,0.756,9
user_07573,movie_0726,2025-09-17,new_releases,0.468,6
user_05804,movie_0505,2025-03-26,genre_based,0.459,6
user_03319,movie_0063,2024-01-05,new_releases,0.895,7
user_06499,movie_0847,2024-08-09,personalized,0.751,11
user_03433,movie_0386,2024-05-01,similar_users,0.835,15
user_01790,movie_0312,2025-10-10,similar_users,0.632,19
user_08593,movie_0314,2025-02-27,personalized,0.271,19
user_01636,movie_0394,2024-08-13,new_releases,0.498,6
user_07888,movie_0595,2024-05-07,similar_users,0.251,9
user_00321,movie_0991,2025-05-26,similar_users,0.693,4
user_09387,movie_0238,2024-03-13,similar_users,0.479,19
user_01892,movie_0681,2025-11-28,personalized,0.391,3
user_04540,movie_0010,2025-09-19,new_releases,0.847,3
user_09059,movie_0323,2025-08-24,similar_users,0.816,9
user_04668,movie_0855,2024-07-27,new_releases,0.178,18
user_03818,movie_0939,2025-11-26,similar_users,,8
user_06912,movie_0124,2024-08-27,trending,0.522,7
user_09656,movie_0216,2024-02-26,trending,0.366,13
user_06155,movie_0106,2025-02-28,new_releases,0.61,19
user_00413,movie_0746,2025-03-08,new_releases,,15
user_05889,movie_0744,2025-02-07,genre_based,0.845,1
user_07513,movie_0455,2025-02-15,new_releases,0.187,16
user_06844,movie_0304,2024-11-18,new_releases,,7
user_06785,movie_0567,2024-07-21,trending,0.799,18
user_00409,movie_0764,2024-02-12,similar_users,0.219,1
user_00888,movie_0888,2025-06-30,personalized,0.488,7
user_09083,movie_0762,2024-03-18,genre_based,0.471,12
user_01578,movie_0165,2025-04-23,personalized,0.48,17
user_04320,movie_0177,2025-01-19,personalized,0.967,9
user_08582,movie_0995,2025-11-07,trending,0.763,12
user_05809,movie_0947,2024-02-27,personalized,0.782,19
user_00544,movie_0483,2025-12-16,new_releases,0.225,10
user_00291,movie_0068,2025-10-23,personalized,,12
user_02817,movie_0593,2025-10-13,similar_users,0.971,14
user_01854,movie_0519,2024-11-21,new_releases,0.894,15
user_05376,movie_0757,2025-04-11,new_releases,0.895,7
user_07854,movie_0408,2024-04-13,genre_based,0.894,10
user_00200,movie_0197,2024-10-01,new_releases,0.489,12
user_02495,movie_0889,2024-08-01,genre_based,0.302,11
user_08326,movie_0757,2025-03-07,trending,0.382,19
user_00716,movie_0320,2025-05-06,new_releases,0.873,12
user_01608,movie_0148,2025-05-23,genre_based,0.727,2
user_08710,movie_0187,2024-06-11,personalized,0.609,12
user_01882,movie_0707,2024-11-16,new_releases,0.863,9
user_09516,movie_0710,2025-01-20,personalized,0.244,7
user_02692,movie_0200,2024-03-21,personalized,0.815,14
user_06454,movie_0891,2024-03-09,personalized,0.605,1
user_04936,movie_0743,2025-02-17,genre_based,,2
user_09692,movie_0099,2025-08-21,genre_based,0.604,18
user_07519,movie_0540,2024-04-07,new_releases,0.894,13
user_04021,movie_0554,2025-02-08,genre_based,0.452,6
user_05921,movie_0156,2024-09-09,new_releases,0.266,10
user_06301,movie_0865,2025-09-20,new_releases,0.287,9
user_00381,movie_0463,2025-06-21,genre_based,0.437,8
user_00975,movie_0540,2025-01-29,genre_based,0.454,5
user_02632,movie_0693,2025-12-05,new_releases,,20
user_05394,movie_0655,2025-08-01,trending,0.675,20
user_02541,movie_0055,2024-05-28,similar_users,0.317,16
user_08425,movie_0764,2024-09-17,trending,,16
user_00683,movie_0531,2024-01-21,genre_based,0.373,4
user_04050,movie_0714,2024-05-15,personalized,0.748,18
user_06693,movie_0148,2024-07-11,personalized,0.291,18
user_01471,movie_0610,2025-07-22,trending,0.71,4
user_07534,movie_0214,2025-11-03,genre_based,0.368,6
user_00688,movie_0176,2024-10-02,genre_based,0.372,6
user_09984,movie_0131,2025-04-06,genre_based,0.576,11
user_08514,movie_0643,2024-09-07,personalized,,6
user_09008,movie_0609,2025-11-09,personalized,0.478,14
user_01632,movie_0573,2025-03-21,personalized,0.839,15
user_06547,movie_0486,2025-11-25,similar_users,0.553,12
user_08018,movie_0189,2024-06-18,genre_based,0.632,14
user_04769,movie_0155,2024-08-07,personalized,0.355,19
user_06072,movie_0107,2025-02-19,new_releases,0.848,1
user_03328,movie_0830,2025-03-01,personalized,,11
user_03491,movie_0161,2024-05-06,similar_users,0.175,17
user_08901,movie_0490,2025-04-27,new_releases,0.624,4
user_08529,movie_0189,2025-08-21,similar_users,0.591,5
user_08900,movie_0557,2024-03-06,similar_users,0.805,4
user_04297,movie_0771,2025-01-02,new_releases,0.1,7
user_00388,movie_0429,2025-05-04,new_releases,0.778,19
user_07512,movie_0374,2025-06-07,new_releases,0.304,16
user_05882,movie_0551,2025-05-20,genre_based,0.478,10
user_07618,movie_0806,2025-07-09,trending,,17
user_05065,movie_0697,2024-03-17,personalized,0.871,5
user_00897,movie_0963,2025-08-06,genre_based,0.813,14
user_06273,movie_0372,2024-08-24,trending,0.914,7
user_02809,movie_0131,2024-05-08,personalized,0.435,11
user_08083,movie_0015,2024-08-16,similar_users,0.917,9
user_04686,movie_0779,2025-09-17,personalized,0.509,13
user_06678,movie_0431,2025-03-31,genre_based,,1
user_09150,movie_0104,2025-05-23,similar_users,0.713,19
user_03090,movie_0408,2024-04-19,trending,0.42,7
user_05467,movie_0734,2025-08-28,trending,0.756,14
user_05496,movie_0431,2024-07-20,genre_based,0.703,1
user_09490,movie_0562,2024-10-27,trending,0.978,7
user_09342,movie_0526,2024-03-15,personalized,0.981,20
user_04664,movie_0443,2024-12-19,genre_based,0.859,6
user_02977,movie_0931,2025-02-16,similar_users,0.958,8
user_01038,movie_0056,2025-02-15,genre_based,0.785,7
user_07634,movie_0199,2024-01-01,personalized,0.161,8
user_01249,movie_0486,2025-03-26,new_releases,0.302,11
user_04430,movie_0774,2025-08-23,personalized,0.636,4
user_07772,movie_0084,2025-02-19,genre_based,0.377,1
user_03174,movie_0394,2025-08-12,similar_users,0.839,16
user_04342,movie_0393,2024-06-18,trending,0.912,3
user_08959,movie_0776,2025-04-13,new_releases,0.414,5
user_05670,movie_0729,2024-03-28,similar_users,,14
user_02456,movie_0605,2025-06-23,new_releases,0.164,10
user_03676,movie_0984,2025-02-26,new_releases,0.391,6
user_09906,movie_0637,2024-11-03,genre_based,0.701,12
user_05987,movie_0474,2024-05-02,personalized,,6
user_03693,movie_0320,2024-01-20,similar_users,0.272,19
user_06219,movie_0972,2025-01-17,similar_users,0.27,15
user_09718,movie_0707,2024-03-04,genre_based,0.787,2
user_03379,movie_0769,2024-05-28,genre_based,0.139,3
user_00967,movie_0411,2024-03-21,personalized,,16
user_05339,movie_0848,2025-08-14,similar_users,0.206,5
user_06895,movie_0851,2025-11-18,genre_based,0.686,9
user_00011,movie_0527,2025-01-20,personalized,0.739,11
user_02092,movie_0198,2024-08-31,personalized,0.959,17
user_05580,movie_0435,2024-04-27,trending,0.553,4
user_08234,movie_0314,2025-02-15,similar_users,0.328,13
user_08285,movie_0023,2024-02-07,personalized,0.728,1
user_04909,movie_0016,2025-03-20,trending,0.103,16
user_07248,movie_0841,2025-02-17,genre_based,0.279,1
user_05367,movie_0712,2024-05-13,trending,0.95,15
user_09048,movie_0677,2024-04-06,trending,0.262,20
user_08010,movie_0421,2025-12-10,similar_users,0.778,19
user_03050,movie_0537,2024-05-05,trending,0.453,3
user_04858,movie_0626,2024-05-04,new_releases,,2
user_01685,movie_0100,2024-12-27,similar_users,0.785,16
user_03862,movie_0914,2024-06-28,new_releases,0.75,10
user_04990,movie_0647,2025-03-26,genre_based,,5
user_03446,movie_0727,2025-01-03,trending,0.439,3
user_04267,movie_0823,2025-10-25,new_releases,0.272,18
user_06145,movie_0024,2025-07-05,similar_users,0.887,15
user_08053,movie_0818,2025-05-20,similar_users,0.205,16
user_00037,movie_0378,2025-05-28,new_releases,,12
user_07786,movie_0615,2024-08-12,new_releases,0.52,9
user_01317,movie_0266,2025-12-02,new_releases,0.325,18
user_07288,movie_0953,2025-06-30,personalized,0.553,2
user_03267,movie_0241,2025-03-02,new_releases,0.167,20
user_08885,movie_0581,2025-11-08,new_releases,0.668,19
user_03617,movie_0568,2025-02-22,genre_based,0.543,6
user_08591,movie_0488,2024-09-26,similar_users,0.466,12
user_05693,movie_0547,2024-06-27,trending,0.218,14
user_09219,movie_0162,2024-10-13,similar_users,,18
user_04506,movie_0831,2025-11-04,trending,0.365,2
user_06553,movie_0728,2025-08-26,trending,0.683,4
user_00011,movie_0100,2025-01-11,similar_users,0.233,9
user_05511,movie_0599,2025-01-06,new_releases,0.181,19
user_07431,movie_0521,2024-08-22,genre_based,0.967,5
user_05826,movie_0350,2025-11-20,genre_based,0.105,17
user_01700,movie_0193,2025-12-12,trending,0.599,15
user_08566,movie_0502,2025-03-16,similar_users,0.466,18
user_04346,movie_0319,2024-07-23,genre_based,0.948,16
user_09855,movie_0030,2025-09-28,new_releases,0.442,2
user_08274,movie_0264,2025-12-08,genre_based,0.136,7
user_07691,movie_0431,2025-09-28,new_releases,0.924,20
user_04084,movie_0691,2025-12-07,personalized,0.465,16
user_04073,movie_0665,2025-06-16,genre_based,0.255,20
user_03282,movie_0685,2025-09-20,similar_users,0.879,8
user_02605,movie_0272,2024-04-11,personalized,0.814,14
user_08653,movie_0178,2025-08-01,new_releases,0.135,6
user_08421,movie_0513,2025-09-12,genre_based,0.115,3
user_07745,movie_0305,2024-07-07,similar_users,0.262,9
user_08603,movie_0255,2025-06-16,trending,0.43,19
user_07853,movie_0869,2025-01-04,new_releases,0.322,5
user_08836,movie_0195,2024-06-01,trending,0.307,9
user_07667,movie_0790,2024-04-20,personalized,0.734,4
user_08452,movie_0221,2024-05-11,personalized,0.969,3
user_01604,movie_0498,2024-08-27,genre_based,0.739,20
user_07655,movie_0367,2024-07-01,new_releases,0.495,5
user_08696,movie_0519,2025-12-25,genre_based,0.568,17
user_09520,movie_0828,2025-11-14,trending,0.373,15
user_09731,movie_0862,2025-04-06,genre_based,0.818,6
user_03157,movie_0930,2025-08-23,personalized,0.544,1
user_06859,movie_0772,2024-02-06,trending,0.742,15
user_08791,movie_0838,2025-08-21,personalized,0.887,4
user_03859,movie_0926,2024-05-02,genre_based,0.114,14
user_05383,movie_0996,2024-01-17,personalized,,14
user_09853,movie_0296,2024-07-05,new_releases,,14
user_04690,movie_0299,2024-07-22,new_releases,0.983,18
user_07431,movie_0115,2024-02-04,similar_users,0.355,1
user_06463,movie_0784,2024-04-14,personalized,0.484,2
user_08138,movie_0278,2025-06-21,trending,0.389,12
user_07394,movie_0439,2024-09-04,trending,0.813,19
user_01279,movie_0028,2025-04-20,trending,0.458,12
user_08515,movie_0728,2025-02-09,new_releases,0.366,12
user_08564,movie_0695,2024-03-25,similar_users,,18
user_05950,movie_0870,2024-04-06,new_releases,0.82,9
user_03024,movie_0188,2024-08-09,new_releases,0.792,7
user_06434,movie_0841,2025-12-25,genre_based,,14
user_01937,movie_0634,2024-07-29,trending,0.914,18
user_09173,movie_0132,2024-06-15,similar_users,0.124,16
user_06187,movie_0695,2025-05-18,trending,0.398,10
user_07442,movie_0596,2024-05-26,new_releases,0.268,7
user_02974,movie_0157,2024-02-09,genre_based,0.644,2
user_07484,movie_0499,2024-08-25,similar_users,0.123,19
user_02815,movie_0488,2024-02-03,similar_users,0.696,4
user_06652,movie_0561,2024-11-11,similar_users,0.773,2
user_01087,movie_0821,2025-06-24,similar_users,0.795,16
user_05558,movie_0688,2025-08-06,personalized,0.512,11
user_08205,movie_0127,2024-06-09,similar_users,0.274,5
user_09073,movie_0446,2024-04-02,personalized,0.688,14
user_07753,movie_0443,2024-06-28,personalized,0.777,20
user_04066,movie_0149,2025-07-02,genre_based,0.381,10
user_04750,movie_0446,2024-05-13,genre_based,0.881,14
user_06323,movie_0349,2024-12-04,personalized,0.452,16
user_08469,movie_0406,2024-11-22,personalized,0.701,13
user_09886,movie_0592,2025-08-04,similar_users,0.515,19
user_02854,movie_0517,2025-08-28,genre_based,0.884,4
user_05800,movie_0386,2025-06-16,genre_based,0.157,3
user_03850,movie_0360,2025-09-26,trending,0.458,14
user_05668,movie_0529,2025-02-20,genre_based,0.857,3
user_04167,movie_0983,2025-01-09,similar_users,0.911,11
user_00253,movie_0557,2024-05-17,new_releases,0.653,1
user_06656,movie_0447,2024-01-05,new_releases,0.466,9
user_00159,movie_0365,2024-07-25,trending,0.354,13
user_09409,movie_0328,2025-11-15,personalized,0.352,1
user_03658,movie_0224,2025-02-05,genre_based,0.129,3
user_04970,movie_0942,2024-07-08,new_releases,0.602,3
user_08760,movie_0792,2024-07-25,similar_users,,6
user_09720,movie_0719,2025-06-03,trending,0.181,2
user_06189,movie_0134,2025-01-16,similar_users,0.124,18
user_00365,movie_0995,2024-07-21,personalized,0.254,5
user_07696,movie_0264,2025-06-15,personalized,0.65,5
user_09754,movie_0795,2024-07-29,personalized,0.441,16
user_01963,movie_0531,2025-07-07,similar_users,0.618,12
user_09096,movie_0231,2025-05-13,personalized,0.27,12
user_08432,movie_0837,2024-01-26,trending,0.461,12
user_04306,movie_0455,2025-03-03,genre_based,0.502,1
user_02982,movie_0140,2025-07-27,genre_based,0.954,17
user_00261,movie_0665,2024-10-19,similar_users,0.369,12
user_03199,movie_0169,2025-04-30,personalized,,12
user_05589,movie_0725,2025-05-12,similar_users,,19
user_06837,movie_0132,2024-12-03,genre_based,0.191,4
user_07289,movie_0966,2024-03-25,similar_users,0.213,2
user_09327,movie_0552,2024-07-06,genre_based,0.491,19
user_04490,movie_0973,2024-01-12,new_releases,0.913,17
user_08365,movie_0494,2025-01-15,personalized,0.795,17
user_08292,movie_0365,2025-08-04,personalized,0.595,15
user_07906,movie_0204,2025-03-24,new_releases,,10
user_08078,movie_0132,2025-05-08,trending,0.715,13
user_00557,movie_0783,2025-07-07,personalized,0.771,8
user_04257,movie_0544,2024-07-16,trending,0.573,4
user_05790,movie_0859,2024-06-13,trending,0.226,14
user_02369,movie_0947,2025-09-07,genre_based,0.841,2
user_06754,movie_0168,2025-03-13,personalized,0.769,12
user_01114,movie_0878,2025-10-23,similar_users,0.326,11
user_02247,movie_0832,2025-06-25,genre_based,0.597,16
user_09738,movie_0446,2025-12-30,trending,0.84,4
user_07332,movie_0427,2025-09-27,trending,0.589,4
user_04496,movie_0150,2025-08-24,trending,,17
user_05759,movie_0264,2024-06-12,genre_based,0.762,18
user_00168,movie_0882,2024-04-16,personalized,0.404,13
user_06131,movie_0773,2025-10-11,trending,0.518,1
user_09857,movie_0480,2025-03-19,new_releases,,9
user_02627,movie_0610,2024-04-07,new_releases,0.741,3
user_01951,movie_0422,2024-09-02,similar_users,0.934,10
user_05745,movie_0400,2025-04-26,personalized,0.715,14
user_00739,movie_0203,2024-05-12,new_releases,0.722,6
user_01625,movie_0711,2025-04-05,trending,0.303,13
user_01290,movie_0188,2024-02-25,trending,0.159,3
user_05428,movie_0800,2025-09-18,similar_users,0.286,4
user_05989,movie_0365,2024-10-13,new_releases,0.989,16
user_08027,movie_0277,2024-11-13,genre_based,0.227,7
user_00029,movie_0090,2024-07-24,personalized,,10
user_09951,movie_0469,2025-05-27,genre_based,0.517,6
user_08718,movie_0382,2024-04-11,new_releases,0.582,4
user_09471,movie_0096,2025-09-16,trending,0.809,4
user_02669,movie_0854,2025-12-09,similar_users,0.265,18
user_09452,movie_0345,2025-04-19,genre_based,,1
